Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Rate,Min Negotiated Rate,Max Negotiated Rate
NYEE,AFFINITY HEALTH PLAN,99213,VASC EST VISIT LEVEL 3,509.51,100% of Medicare,187.54,187.54,187.54
NYEE,AETNA,A9270,SYMTUZA TAB 800-150-200-10,451.32,100% of Medicare,97.44,8.94,6795.34
NYEE,AETNA AETNA CHOICE  POS II NET 00357,A9270,SYMTUZA TAB 800-150-200-10,451.32,100% of Medicare,8.94,8.94,6795.34
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,A9270,BIKTARVY 50-200-25 MG TAB,451.32,100% of Medicare,35.21,8.94,6795.34
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,A9270,SYMTUZA TAB 800-150-200-10,451.32,100% of Medicare,97.44,8.94,6795.34
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,A9270,SYMTUZA TAB 800-150-200-10,451.32,100% of Medicare,3290.02,8.94,6795.34
NYEE,OSCAR INSURANCE CORPORATION,A9270,BIKTARVY 50-200-25 MG TAB,451.32,100% of Medicare,975,8.94,6795.34
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,A9270,BIKTARVY 50-200-25 MG TAB,451.32,100% of Medicare,545.14,8.94,6795.34
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES IND,A9270,BIKTARVY 50-200-25 MG TAB,451.32,100% of Medicare,243.59,8.94,6795.34
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 1,A9270,BIKTARVY 50-200-25 MG TAB,451.32,100% of Medicare,3791.04,8.94,6795.34
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES VERIZON,A9270,BIKTARVY 50-200-25 MG TAB,451.32,100% of Medicare,6795.34,8.94,6795.34
NYEE,AETNA AETNA CHOICE  POS II NET 00357,C1713,"CS-IMP-ANCH/SCRW B/B T/BLO PL, ORB, 12 HO, .7 #5040512-410249",10777.8,100% of Medicare,546.78,63.18,2249
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,C1713,CS-TEC BONE SCREW 912-1062,10777.8,100% of Medicare,383.71,63.18,2249
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,C1713,CS-IMP-ANCH/SCRW B/B T/B6H FRACTURE PL W BAR #5515507-410229,10777.8,100% of Medicare,430.71,63.18,2249
NYEE,AETNA MANAGED CHOICE  POS NET 00357,C1713,"IMPL ANCHOR/SCREW BN/BN,TIS/BN",10777.8,100% of Medicare,616.33,63.18,2249
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,C1713,CS-SCRW IMP 2.0MM X 5MM SCR.SLF.TAP-401963,10777.8,100% of Medicare,706.04,63.18,2249
NYEE,AETNA OPEN CHOICE NET 00391,C1713,CS-IMP-ANCH/SCRW B/B T/B6H 2MM COMPRESION PL #5515580-410228,10777.8,100% of Medicare,91.59,63.18,2249
NYEE,BCBS FEP,C1713,CS-IMP-ANCH/SCRW B/B T/BMDFCE 4H CRV PL W BAR #5506754-410251,10777.8,100% of Medicare,123.95,63.18,2249
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,C1713,CS-IMP-ANCH/SCRW B/B T/B1.7X5MM XPIN DRI SCREW#5017905-410062,10777.8,100% of Medicare,284.29,63.18,2249
NYEE,GHI FACETS,C1713,"CS-IMP-ANCH/SCRW B/B T/BLP PLA, STR, 16 HO RG #5036816-410250",10777.8,100% of Medicare,63.18,63.18,2249
NYEE,MERITAIN HEALTH Aetna Choice POS II,C1713,CS-IMP-ANCH/SCRW B/B T/B1.5X107.5MM 20MM STP #6015920-402478,10777.8,100% of Medicare,91.24,63.18,2249
NYEE,OSCAR INSURANCE CORPORATION,C1713,CS-IMP-ANCH/SCRW B/B T/B1.8X5MM HT X-DR SCREW-410078,10777.8,100% of Medicare,367.5,63.18,2249
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,C1763,CS-OSS BIODESIGN OTO RPR GRFT G44452-415984,1762.5,100% of Medicare,1246.06,881.25,1246.055
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,C1763,CS-OSS BIODESIGN OTO RPR GRFT G44452-415984,1762.5,100% of Medicare,1033.15,881.25,1246.055
NYEE,MERITAIN HEALTH Aetna Choice POS II,C1763,CS-OSS BIODESIGN OTO RPR GRFT G44452-415984,1762.5,100% of Medicare,881.25,881.25,1246.055
NYEE,MERITAIN HEALTH Aetna Choice POS II,C1780,"Lens, intraocular (new tech)",1243.75,100% of Medicare,242.13,155.91,242.13
NYEE,VNF - IMAGENET,C1780,"Lens, intraocular (new tech)",1243.75,100% of Medicare,155.91,155.91,242.13
NYEE,VNS,C1780,"Lens, intraocular (new tech)",1243.75,100% of Medicare,155.91,155.91,242.13
NYEE,AETNA AETNA CHOICE  POS II NET 00357,C1783,IMP:STENT-TRABEC.MIC.BYPASSGTS100L-450312,12562.5,100% of Medicare,3391.68,1115.63,10877.94
NYEE,AETNA AETNA HEALTHFUND  OPEN CHOICE  PPO NET 00391,C1783,HYDRUS MICROSTENT 417176,12562.5,100% of Medicare,2910,1115.63,10877.94
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,C1783,XEN 45 GEL STENT,12562.5,100% of Medicare,3188.18,1115.63,10877.94
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,C1783,I STENT PROSTH INJCT 417061,12562.5,100% of Medicare,3597.23,1115.63,10877.94
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,C1783,XEN 45 GEL STENT,12562.5,100% of Medicare,3597.23,1115.63,10877.94
NYEE,BCBS FEP,C1783,HYDRUS MICROSTENT 417176,12562.5,100% of Medicare,2857.97,1115.63,10877.94
NYEE,ELDERPLAN INC,C1783,XEN 45 GEL STENT,12562.5,100% of Medicare,2231.25,1115.63,10877.94
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,C1783,IMP: CLEARPATH GLAUC DRNG DEVICE,12562.5,100% of Medicare,4265.63,1115.63,10877.94
NYEE,MERITAIN HEALTH Aetna Choice POS II,C1783,IMP:STENT-TRABEC.MIC.BYPASSGTS100L-450312,12562.5,100% of Medicare,3281.25,1115.63,10877.94
NYEE,METROPLUS ENHANCED (HARP),C1783,XEN 45 GEL STENT,12562.5,100% of Medicare,2906.25,1115.63,10877.94
NYEE,METROPLUS ESSENTIAL PLAN,C1783,IMP: CLEARPATH GLAUC DRNG DEVICE,12562.5,100% of Medicare,2010.94,1115.63,10877.94
NYEE,METROPLUS HEALTH PLAN,C1783,HYDRUS MICROSTENT 417176,12562.5,100% of Medicare,2910,1115.63,10877.94
NYEE,OSCAR INSURANCE CORPORATION,C1783,I STENT PROSTH INJCT 417061,12562.5,100% of Medicare,1470,1115.63,10877.94
NYEE,OXFORD HEALTH INSURANCE INC FREEDOM,C1783,IMP: CLEARPATH GLAUC DRNG DEVICE,12562.5,100% of Medicare,4462.5,1115.63,10877.94
NYEE,OXFORD HEALTH INSURANCE INC MTRO,C1783,I STENT PROSTH INJCT 417061,12562.5,100% of Medicare,4462.5,1115.63,10877.94
NYEE,OXFORD HEALTH PLANS LLC FREEDOM,C1783,HYDRUS MICROSTENT 417176,12562.5,100% of Medicare,4462.5,1115.63,10877.94
NYEE,UMR MOUNT SINAI HEALTH SYSTEM,C1783,IMP: CLEARPATH GLAUC DRNG DEVICE,12562.5,100% of Medicare,10877.94,1115.63,10877.94
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,C1783,IMP: CLEARPATH GLAUC DRNG DEVICE,12562.5,100% of Medicare,4207.5,1115.63,10877.94
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,C1783,XEN 45 GEL STENT,12562.5,100% of Medicare,4462.5,1115.63,10877.94
NYEE,VILLAGE SENIOR SERVICES,C1783,IMP:STENT-TRABEC.MIC.BYPASSGTS100L-450312,12562.5,100% of Medicare,1115.63,1115.63,10877.94
NYEE,AETNA AETNA CHOICE  POS II NET 08134,C1784,PERFLUORON 5 ML VIAL,1417.5,100% of Medicare,673.4,673.4,673.4
NYEE,AETNA AETNA CHOICE  POS II NET 00357,C1814,"SILIKON 1000, RET OIL TAMPONADE",1571.06,100% of Medicare,746.36,537.31,991.25
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,C1814,"SILIKON 5000, RET OIL TAMPONADE",1571.06,100% of Medicare,746.36,537.31,991.25
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,C1814,"SILIKON 1000, RET OIL TAMPONADE",1571.06,100% of Medicare,746.36,537.31,991.25
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,C1814,"SILIKON 5000, RET OIL TAMPONADE",1571.06,100% of Medicare,644.86,537.31,991.25
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,C1814,"SILIKON 5000, RET OIL TAMPONADE",1571.06,100% of Medicare,746.36,537.31,991.25
NYEE,BCBS FEP,C1814,"SILIKON 5000, RET OIL TAMPONADE",1571.06,100% of Medicare,885.03,537.31,991.25
NYEE,EH FACET EFT,C1814,"SILIKON 5000, RET OIL TAMPONADE",1571.06,100% of Medicare,537.31,537.31,991.25
NYEE,ELDERPLAN INC,C1814,"SILIKON 5000, RET OIL TAMPONADE",1571.06,100% of Medicare,991.25,537.31,991.25
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,C1814,"SILIKON 1000, RET OIL TAMPONADE",1571.06,100% of Medicare,885.03,537.31,991.25
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,C1814,"SILIKON 1000, RET OIL TAMPONADE",1571.06,100% of Medicare,925.88,537.31,991.25
NYEE,BCBS FEP,C2625,PROPEL MOMETASONE IMP,2190,100% of Medicare,1423.5,750,1489.2
NYEE,OSCAR INSURANCE CORPORATION,C2625,PROPEL MOMETASONE IMP,2190,100% of Medicare,857.5,750,1489.2
NYEE,OXFORD HEALTH INSURANCE INC FREEDOM,C2625,PROPEL MOMETASONE IMP,2190,100% of Medicare,750,750,1489.2
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,C2625,PROPEL MOMETASONE IMP,2190,100% of Medicare,1489.2,750,1489.2
NYEE,ELDERPLAN INC,C2635,BRACHYTX NON-STR HA P-103 - 1 UNIT,211.43,$45.55 ,135,87.68,137.43
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,C2635,BRACHYTX NON-STR HA P-103 - 1 UNIT,211.43,$45.55 ,137.43,87.68,137.43
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY WELLNESS 4ME,C2635,BRACHYTX NON-STR HA P-103 - 1 UNIT,211.43,$45.55 ,87.68,87.68,137.43
NYEE,AETNA MEDICARE (P01) ESA PPO PLAN NET 03397,C2641,PALLADIUM 103 SEED - 1 UNIT,260.21,$69.50 ,69.39,58.93,169.13625
NYEE,AETNA OPEN ACCESS VALUE HMO NET 02043,C2641,PALLADIUM 103 SEED - 1 UNIT,260.21,$69.50 ,58.93,58.93,169.13625
NYEE,BCBS FEP,C2641,PALLADIUM 103 SEED - 1 UNIT,260.21,$69.50 ,169.14,58.93,169.13625
NYEE,HUMANA INC. MEDICARE ADVANTAGE PPO,C2641,PALLADIUM 103 SEED - 1 UNIT,260.21,$69.50 ,70.78,58.93,169.13625
NYEE,AETNA AETNA CHOICE  POS II NET 00357,C9046,COCAINE HYDROCHLORIDE,595.58,$1.26 ,232.94,1.1,265.61
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,C9046,COCAINE HYDROCHLORIDE,595.58,$1.26 ,12.18,1.1,265.61
NYEE,OSCAR INSURANCE CORPORATION,C9046,COCAINE HYDROCHLORIDE,595.58,$1.26 ,185.92,1.1,265.61
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,C9046,COCAINE HYDROCHLORIDE,595.58,$1.26 ,265.61,1.1,265.61
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,C9046,COCAINE HYDROCHLORIDE,595.58,$1.26 ,1.1,1.1,265.61
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,C9113,PANTOPRAZOLE 40 MG VIAL - INJ,20.28,100% of Medicare,5.6,5.6,5.6
NYEE,1199SEIU NATIONAL BENEFIT FUND,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,6,1.29,49.31
NYEE,AETNA AETNA CHOICE  POS II NET 00357,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,10.81,1.29,49.31
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,10.81,1.29,49.31
NYEE,AETNA AETNA HEALTHFUND  OPEN CHOICE  PPO NET 00391,C9257,BEVACIZUMAB,262.5,$1.88 ,9.86,1.29,49.31
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,C9257,BEVACIZUMAB,262.5,$1.88 ,10.81,1.29,49.31
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,10.81,1.29,49.31
NYEE,AETNA AETNA SELECT  8480 NET 01344,C9257,BEVACIZUMAB,262.5,$1.88 ,10.81,1.29,49.31
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II AETNA  NET 00357,C9257,BEVACIZUMAB,262.5,$1.88 ,10.81,1.29,49.31
NYEE,AETNA ELITE PPO NET 03397,C9257,BEVACIZUMAB,262.5,$1.88 ,1.71,1.29,49.31
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,C9257,BEVACIZUMAB,262.5,$1.88 ,1.43,1.29,49.31
NYEE,AETNA MTA NYCT OPTION 2 PLAN NET 03397,C9257,BEVACIZUMAB,262.5,$1.88 ,1.4,1.29,49.31
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,10.81,1.29,49.31
NYEE,AETNA OPEN ACCESS VALUE HMO NET 02043,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,1.43,1.29,49.31
NYEE,EH FACET EFT,C9257,BEVACIZUMAB,262.5,$1.88 ,1.98,1.29,49.31
NYEE,ELDERPLAN INC,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,1.61,1.29,49.31
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,C9257,BEVACIZUMAB,262.5,$1.88 ,2.02,1.29,49.31
NYEE,FIDELIS CARE NEW YORK - MEDICARE ADVANTAGE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,C9257,BEVACIZUMAB,262.5,$1.88 ,1.99,1.29,49.31
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,C9257,BEVACIZUMAB,262.5,$1.88 ,2.39,1.29,49.31
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,C9257,BEVACIZUMAB,262.5,$1.88 ,2.87,1.29,49.31
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,C9257,BEVACIZUMAB,262.5,$1.88 ,1.29,1.29,49.31
NYEE,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,2.21,1.29,49.31
NYEE,GHI FED FACETS,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,8.63,1.29,49.31
NYEE,HUMANA INC. MEDICARE ADVANTAGE HMO,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,1.42,1.29,49.31
NYEE,HUMANA INC. MEDICARE ADVANTAGE PPO,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,1.42,1.29,49.31
NYEE,MERITAIN HEALTH Aetna Choice POS II,C9257,BEVACIZUMAB,262.5,$1.88 ,49.31,1.29,49.31
NYEE,METROPLUS ENHANCED (HARP),C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,6.5,1.29,49.31
NYEE,METROPLUS ESSENTIAL PLAN,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,1.85,1.29,49.31
NYEE,METROPLUS HEALTH PLAN,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,6.5,1.29,49.31
NYEE,METROPLUS HEALTH PLAN - HHC,C9257,BEVACIZUMAB,262.5,$1.88 ,6.5,1.29,49.31
NYEE,OXFORD HEALTH INSURANCE INC FREEDOM,C9257,BEVACIZUMAB,262.5,$1.88 ,12.33,1.29,49.31
NYEE,OXFORD HEALTH INSURANCE INC FREEDOM NETWORK,C9257,BEVACIZUMAB,262.5,$1.88 ,12.33,1.29,49.31
NYEE,OXFORD HEALTH INSURANCE INC LBTY,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,12.33,1.29,49.31
NYEE,OXFORD HEALTH INSURANCE INC LIBERTY NETWORK,C9257,BEVACIZUMAB,262.5,$1.88 ,12.33,1.29,49.31
NYEE,OXFORD HEALTH INSURANCE INC MTRO,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,12.33,1.29,49.31
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,12.33,1.29,49.31
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES OPT/PPO,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,12.33,1.29,49.31
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,C9257,BEVACIZUMAB,262.5,$1.88 ,1.52,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCADVANTAGE MOSAIC CHOICE,C9257,BEVACIZUMAB,262.5,$1.88 ,1.4,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE MOSAIC,C9257,BEVACIZUMAB,262.5,$1.88 ,1.43,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,1.98,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 2,C9257,BEVACIZUMAB,262.5,$1.88 ,1.98,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE MOSAIC,C9257,BEVACIZUMAB,262.5,$1.88 ,1.99,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 2,C9257,BEVACIZUMAB,262.5,$1.88 ,2,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE CHOICE PL1,C9257,BEVACIZUMAB,262.5,$1.88 ,1.98,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MEDICARECOMPLETE CHOICEPL1,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,2,1.29,49.31
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC NURSING HOME PLAN 1,C9257,BEVACIZUMAB,262.5,$1.88 ,1.4,1.29,49.31
NYEE,VILLAGE SENIOR SERVICES,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,11.09,1.29,49.31
NYEE,VNS,C9257,BEVACIZUMAB,262.5,$1.88 ,2.02,1.29,49.31
NYEE,"WELLCARE OF NEW YORK, INC",C9257,BEVACIZUMAB,262.5,$1.88 ,1.48,1.29,49.31
NYEE,WMMI,C9257,BEVACIZUMAB 2.5MG/0.1mL SYRG,262.5,$1.88 ,1.43,1.29,49.31
NYEE,OSCAR INSURANCE CORPORATION,C9290,"BUPIVACAINE LIPOSOME 1.3% INJECTION, 1 MG",48.67,100% of Medicare,1.68,1.68,1.676503759
NYEE,AETNA ADV PLAN 250 NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
NYEE,AETNA ADV PLAN 400 NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
NYEE,AETNA AETNA CHOICE  POS II NET 00357,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,211.04,21.43,382.61
NYEE,AETNA AETNA CHOICE  POS II NET 10292,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,211.04,21.43,382.61
NYEE,AETNA AETNA HEALTH NETWORK OPTION  8480  (OPEN NET 01960,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,382.61,21.43,382.61
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,192.5,21.43,382.61
NYEE,AETNA AETNA HEALTHFUND  AETNA OPEN ACCESS  ELE NET 01344,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,211.04,21.43,382.61
NYEE,AETNA AETNA HEALTHFUND  AETNA OPEN ACCESS  MAN NET 00357,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,211.04,21.43,382.61
NYEE,AETNA AETNA HEALTHFUND  OPEN ACCESS AETNA SELE NET 01344,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,211.04,21.43,382.61
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,211.04,21.43,382.61
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,211.04,21.43,382.61
NYEE,AETNA AETNA SELECT  8480 NET 01344,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,143.89,21.43,382.61
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,211.04,21.43,382.61
NYEE,AETNA ELITE PPO NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
NYEE,AETNA EXPLORER PREMIER PPO NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,26.94,21.43,382.61
NYEE,AETNA FEHBP AETNA MEDICARE PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,26.94,21.43,382.61
NYEE,AETNA MA PPO ESA 10 SHBP PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.4,21.43,382.61
NYEE,AETNA MAPD I ESA PPO PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,26.94,21.43,382.61
NYEE,AETNA MEDICARE (P01) ESA PPO PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,26.94,21.43,382.61
NYEE,AETNA MEDICARE (S01) ESA PPO PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
NYEE,AETNA MEDICARE (S02) ESA PPO PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,26.94,21.43,382.61
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
NYEE,AETNA MEP SOUTH ADV PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,26.94,21.43,382.61
NYEE,AETNA MPPR ADV PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
NYEE,AETNA MTA NYCT OPTION 1 PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
NYEE,AETNA MTA NYCT OPTION 2 PLAN NET 03397,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
NYEE,AETNA OA MANAGED CHOICE  POS,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,76.74,21.43,382.61
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,76.74,21.43,382.61
NYEE,AETNA OPEN ACCESS ELITE HMO NET 02043,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,26.94,21.43,382.61
NYEE,AETNA OPEN ACCESS HMO 10 SHBP PLAN NET 02043,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,26.94,21.43,382.61
NYEE,AETNA OPEN ACCESS VALUE HMO NET 02043,C9803,"COVID-19 (SARS-CoV-2) HOPD VISIT-SPECIMEN COLLECTION, ANY SOURCE",275,$29.91 ,27.85,21.43,382.61
