Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Charge,Minimum Negotiated Charge,Maximum Negotiated Charge
MSQ,UHC OF NEW ENGLAND INC ACA MALE 50-64,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,108.54,7.39,345
MSQ,UMR,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,196,7.39,345
MSQ,UMR MANSUETO VENTURES LLC,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,96.96,7.39,345
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,93005,EKG TRACING ONLY IN ED,345,$67.48 ,269.05,7.39,345
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC,93005,EKG TRACING ONLY IN ED,345,$67.48 ,197,7.39,345
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,197.89,7.39,345
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN OPT/PPO,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,269.1,7.39,345
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,16.11,7.39,345
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,93005,EKG TRACING ONLY IN ED,345,$67.48 ,65.61,7.39,345
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,66.64,7.39,345
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 2,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,345,7.39,345
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC MEDICARECOMPLETE CHOICEPL1,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,66.06,7.39,345
MSQ,WELLCARE HEALTH PLANS OF NEW JERS,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,50.49,7.39,345
MSQ,"WELLCARE OF NEW YORK, INC",93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,66.4,7.39,345
MSQ,1199SEIU NATIONAL BENEFIT FUND,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,83,30,805.78
MSQ,AETNA AETNA CHOICE  POS II NET 00357,93017,CARDIAC STRESS TEST,1050,$320.62 ,114.44,30,805.78
MSQ,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,114.44,30,805.78
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,93017,CARDIAC STRESS TEST,1050,$320.62 ,114.44,30,805.78
MSQ,AETNA MEDICARE (P01) ESA PPO PLAN NET 03397,93017,CARDIAC STRESS TEST,1050,$320.62 ,293.81,30,805.78
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,688.04,30,805.78
MSQ,AETNA OPEN CHOICE NET 00391,93017,CARDIAC STRESS TEST,1050,$320.62 ,805.78,30,805.78
MSQ,AFFINITY HEALTH PLAN,93017,CARDIAC STRESS TEST,1050,$320.62 ,177.69,30,805.78
MSQ,AMIDA CARE,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,176.74,30,805.78
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,93017,CARDIAC STRESS TEST,1050,$320.62 ,343.13,30,805.78
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS IN-NETWORK,93017,CARDIAC STRESS TEST,1050,$320.62 ,798,30,805.78
MSQ,EH FACET EFT,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,94.62,30,805.78
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,68.23,30,805.78
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,93017,CARDIAC STRESS TEST,1050,$320.62 ,48.92,30,805.78
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL A PLAN NET,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,200.09,30,805.78
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,164.24,30,805.78
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,93017,CARDIAC STRESS TEST,1050,$320.62 ,95.07,30,805.78
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,93017,CARDIAC STRESS TEST,1050,$320.62 ,447.92,30,805.78
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,150.06,30,805.78
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,199.05,30,805.78
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,150.07,30,805.78
MSQ,GHI NYC EFT,93017,CARDIAC STRESS TEST,1050,$320.62 ,68.23,30,805.78
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,206.76,30,805.78
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",93017,CARDIAC STRESS TEST,1050,$320.62 ,166.74,30,805.78
MSQ,METROPLUS ENHANCED (HARP),93017,CARDIAC STRESS TEST,1050,$320.62 ,81.71,30,805.78
MSQ,METROPLUS ESSENTIAL PLAN,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,166.74,30,805.78
MSQ,METROPLUS HEALTH PLAN,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,163.4,30,805.78
MSQ,METROPLUS HEALTH PLAN - HHC,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,81.71,30,805.78
MSQ,NYSDOH,93017,CARDIAC STRESS TEST,1050,$320.62 ,30,30,805.78
MSQ,OSCAR INSURANCE CORPORATION,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,472.5,30,805.78
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM NETWORK,93017,CARDIAC STRESS TEST,1050,$320.62 ,76.45,30,805.78
MSQ,OXFORD HEALTH INSURANCE INC MTRO,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,76.45,30,805.78
MSQ,OXFORD HEALTH PLANS LLC FREEDOM,93017,CARDIAC STRESS TEST,1050,$320.62 ,76.45,30,805.78
MSQ,UMR,93017,CARDIAC STRESS TEST,1050,$320.62 ,717,30,805.78
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,93017,CARDIAC STRESS TEST,1050,$320.62 ,717,30,805.78
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,717,30,805.78
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,93017,CARDIAC STRESS TEST,1050,$320.62 ,717,30,805.78
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,93017,CARDIOVASC STRESS TEST W/ ECG,1050,$320.62 ,166.74,30,805.78
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,93017,CARDIAC STRESS TEST,1050,$320.62 ,188.42,30,805.78
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY WELLNESS 4ME,93017,CARDIAC STRESS TEST,1050,$320.62 ,166.74,30,805.78
MSQ,EH FACET EFT,93224,ECG MONIT/REPRT UP TO 48 HRS,190,100% of Medicare,217.4,217.4,217.4
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,283.94,8.82,370
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,281.2,8.82,370
MSQ,ELDERPLAN INC,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,127.78,8.82,370
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,96.6,8.82,370
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,8.82,8.82,370
MSQ,EMBLEMHEALTH - HIP VIP PRIME,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,129.94,8.82,370
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,127.78,8.82,370
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,185.9,8.82,370
MSQ,GHI NYC EFT,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,180.37,8.82,370
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,217.4,8.82,370
MSQ,METROPLUS HEALTH PLAN,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,213.05,8.82,370
MSQ,OSCAR INSURANCE CORPORATION,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,166.5,8.82,370
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,370,8.82,370
MSQ,OXFORD HEALTH INSURANCE INC LBTY,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,58.03,8.82,370
MSQ,OXFORD HEALTH INSURANCE INC LIBERTY NETWORK,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,370,8.82,370
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,288.6,8.82,370
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MCADVANTAGE MOSAIC CHOICE,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,127.78,8.82,370
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,126.75,8.82,370
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 2,93225,ECG MONITOR/RECORD 48 HRS,370,$135.73 ,127.78,8.82,370
MSQ,AETNA MEDICARE (V03) PPO PLAN NET 03397,93226,HOLTER MONITORING,500,$135.73 ,132.09,91.1,500
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,93226,HOLTER MONITORING,500,$135.73 ,383.71,91.1,500
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,93226,HOLTER MONITORING,500,$135.73 ,380,91.1,500
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,93226,HOLTER MONITORING,500,$135.73 ,134.54,91.1,500
MSQ,GHI NYC EFT,93226,HOLTER MONITORING,500,$135.73 ,325,91.1,500
MSQ,METROPLUS HEALTH PLAN,93226,HOLTER MONITORING,500,$135.73 ,91.1,91.1,500
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,93226,HOLTER MONITORING,500,$135.73 ,500,91.1,500
MSQ,OXFORD HEALTH INSURANCE INC LIBERTY NETWORK,93226,HOLTER MONITORING,500,$135.73 ,500,91.1,500
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,93226,HOLTER MONITORING,500,$135.73 ,390,91.1,500
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,93226,HOLTER MONITORING,500,$135.73 ,122.71,91.1,500
MSQ,NYSDOH LR,93279,PM DEVICE PROGR EVAL SNGL,250,$45.04 ,83.4,83.4,83.4
MSQ,GHI NYC EFT,93280,PM DEVICE PROGR EVAL DUAL,120,$45.04 ,52.19,52.19,132.98
MSQ,NYSDOH LR,93280,PM DEVICE PROGR EVAL DUAL,120,$45.04 ,83.4,52.19,132.98
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,93280,PM DEVICE PROGR EVAL DUAL,120,$45.04 ,132.98,52.19,132.98
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,93280,PM DEVICE PROGR EVAL DUAL,120,$45.04 ,94.24,52.19,132.98
MSQ,METROPLUS HEALTH PLAN,93282,ICD DEVICE PROG EVAL 1 SNGL,125,$45.04 ,81.72,81.72,83.4
MSQ,NYSDOH LR,93282,ICD DEVICE PROG EVAL 1 SNGL,125,$45.04 ,83.4,81.72,83.4
MSQ,NYSDOH LR,93283,ICD DEVICE PROGR EVAL DUAL,300,$45.04 ,83.39,83.39,83.39
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,93284,ICD DEVICE PROGR EVAL MULT,160,$45.04 ,43.35,43.35,43.35
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,93285,ILR DEVICE EVAL PROGR,200,$45.04 ,153.48,43.45,153.48
MSQ,AETNA ELITE PPO NET 03397,93285,ILR DEVICE EVAL PROGR,200,$45.04 ,43.45,43.45,153.48
MSQ,EH FACET EFT,93285,ILR DEVICE EVAL PROGR,200,$45.04 ,93.89,43.45,153.48
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,93285,ILR DEVICE EVAL PROGR,200,$45.04 ,72.08,43.45,153.48
MSQ,GHI NYC EFT,93285,ILR DEVICE EVAL PROGR,200,$45.04 ,80.62,43.45,153.48
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",93285,ILR DEVICE EVAL PROGR,200,$45.04 ,83.4,43.45,153.48
MSQ,METROPLUS HEALTH PLAN,93285,ILR DEVICE EVAL PROGR,200,$45.04 ,81.73,43.45,153.48
MSQ,NYSDOH LR,93285,ILR DEVICE EVAL PROGR,200,$45.04 ,83.4,43.45,153.48
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY WELLNESS 4ME,93285,ILR DEVICE EVAL PROGR,200,$45.04 ,85.9,43.45,153.48
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,93303,ECHO TRANSTHORACIC,1500,$585.46 ,343.16,63.9,675
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,93303,ECHO TRANSTHORACIC,1500,$585.46 ,63.9,63.9,675
MSQ,EMBLEMHEALTH - HIP VIP PRIME,93303,ECHO TRANSTHORACIC,1500,$585.46 ,564.39,63.9,675
MSQ,METROPLUS HEALTH PLAN,93303,ECHO TRANSTHORACIC,1500,$585.46 ,366.7,63.9,675
MSQ,OSCAR INSURANCE CORPORATION,93303,ECHO TRANSTHORACIC,1500,$585.46 ,675,63.9,675
MSQ,OXFORD HEALTH INSURANCE INC METRO NETWORK,93303,ECHO TRANSTHORACIC,1500,$585.46 ,260.2,63.9,675
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,93303,ECHO TRANSTHORACIC,1500,$585.46 ,564.39,63.9,675
MSQ,1199SEIU HOMECARE BENEFIT FUND,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,250,116.69,1911
MSQ,1199SEIU NATIONAL BENEFIT FUND,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,250,116.69,1911
MSQ,AETNA AETNA CHOICE  POS II NET 00357,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1880.15,116.69,1911
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1880.15,116.69,1911
MSQ,AETNA ELITE PPO NET 03397,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,AETNA MEDICARE (C04) ESA PPO PLAN NET 03397,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,564.39,116.69,1911
MSQ,AETNA MEDICARE (V03) PPO PLAN NET 03397,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1880.15,116.69,1911
MSQ,AETNA OPEN ACCESS VALUE HMO NET 02043,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,585.48,116.69,1911
MSQ,AETNA SEHBP EDUCATORS MEDICARE PLAN NET 03397,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,564.39,116.69,1911
MSQ,AFFINITY HEALTH PLAN,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,384.02,116.69,1911
MSQ,BCBS FEP,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1363.62,116.69,1911
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1862,116.69,1911
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS IN-NETWORK,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1862,116.69,1911
MSQ,EH FACET EFT,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,564.39,116.69,1911
MSQ,ELDERPLAN INC,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,497.49,116.69,1911
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,116.69,116.69,1911
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL A PLAN NET,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,427.33,116.69,1911
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,203.4,116.69,1911
MSQ,EMBLEMHEALTH - HIP EPO PLUS PROVIDER,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,378.32,116.69,1911
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,391.49,116.69,1911
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE INDIVIDUAL,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,703.57,116.69,1911
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE SMALL GROU,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,641.77,116.69,1911
MSQ,EMBLEMHEALTH - HIP VIP PRIME,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,209.46,116.69,1911
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,374.19,116.69,1911
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,641.77,116.69,1911
MSQ,GHI NYC EFT,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,488.64,116.69,1911
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,428.53,116.69,1911
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,356.11,116.69,1911
MSQ,METROPLUS ENHANCED (HARP),93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,366.7,116.69,1911
MSQ,METROPLUS ESSENTIAL PLAN,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,374.19,116.69,1911
MSQ,METROPLUS HEALTH PLAN,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,349.78,116.69,1911
MSQ,METROPLUS HEALTH PLAN - HHC,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,349.78,116.69,1911
MSQ,NYSDOH,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,123.9,116.69,1911
MSQ,OSCAR INSURANCE CORPORATION,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1102.5,116.69,1911
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1612,116.69,1911
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM NETWORK,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1705,116.69,1911
MSQ,OXFORD HEALTH INSURANCE INC LBTY,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1705,116.69,1911
MSQ,OXFORD HEALTH INSURANCE INC LIBERTY NETWORK,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1705,116.69,1911
MSQ,OXFORD HEALTH INSURANCE INC MTRO,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1705,116.69,1911
MSQ,OXFORD HEALTH PLANS LLC MTRO,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,206.41,116.69,1911
MSQ,UMR,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,487,116.69,1911
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,1911,116.69,1911
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,496.38,116.69,1911
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,496.38,116.69,1911
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,356.92,116.69,1911
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,599.93,116.69,1911
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,402.4,116.69,1911
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,420.39,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MCADVANTAGE MOSAIC CHOICE,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,582.77,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,573.97,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 2,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE PLAN 1,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,585.49,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND CITY OF NY - NON UNION,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,553.11,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND NEW YORK CITY DC CARPENTERS,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC MEDICARECOMPLETE CHOICEPL4,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,575.66,116.69,1911
MSQ,UNITEDHEALTHCARE SERVICES INC AND VERIZON,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,583.43,116.69,1911
MSQ,WELLCARE HEALTH PLANS OF NEW JERS,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,376.57,116.69,1911
MSQ,WELLCARE OF NEW YORK INC,93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,366.79,116.69,1911
MSQ,"WELLCARE OF NEW YORK, INC",93306,TTE W/DOPPLER COMPLETE,2450,$585.46 ,587.29,116.69,1911
MSQ,EH FACET EFT,93308,ECHOCARDIOGRAM FOLLOW UP/LIMI,1050,$279.01 ,276.68,209.47,370.52
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,93308,ECHOCARDIOGRAM FOLLOW UP/LIMI,1050,$279.01 ,268.13,209.47,370.52
MSQ,EMBLEMHEALTH - HIP VIP PRIME,93308,ECHOCARDIOGRAM FOLLOW UP/LIMI,1050,$279.01 ,282.33,209.47,370.52
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,93308,ECHOCARDIOGRAM FOLLOW UP/LIMI,1050,$279.01 ,279.26,209.47,370.52
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,93308,TTE W IMAGING F/UP LIMIT,1050,$279.01 ,332.88,209.47,370.52
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,93308,TTE W IMAGING F/UP LIMIT,1050,$279.01 ,370.52,209.47,370.52
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",93308,ECHOCARDIOGRAM FOLLOW UP/LIMI,1050,$279.01 ,345.94,209.47,370.52
MSQ,METROPLUS ENHANCED (HARP),93308,TTE W IMAGING F/UP LIMIT,1050,$279.01 ,349.11,209.47,370.52
MSQ,METROPLUS ESSENTIAL PLAN,93308,ECHOCARDIOGRAM FOLLOW UP/LIMI,1050,$279.01 ,209.47,209.47,370.52
MSQ,METROPLUS HEALTH PLAN,93308,ECHOCARDIOGRAM FOLLOW UP/LIMI,1050,$279.01 ,349.11,209.47,370.52
MSQ,METROPLUS HEALTH PLAN - HHC,93308,TTE W IMAGING F/UP LIMIT,1050,$279.01 ,366.56,209.47,370.52
MSQ,NYSDOH,93308,TTE W IMAGING F/UP LIMIT,1050,$279.01 ,349.11,209.47,370.52
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,93308,ECHOCARDIOGRAM FOLLOW UP/LIMI,1050,$279.01 ,273.11,209.47,370.52
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,93308,TTE W IMAGING F/UP LIMIT,1050,$279.01 ,270.38,209.47,370.52
